id,body,name,strain_id,lab_tested,license_type,grams_per_eighth,listing_id,listing_type,vendor_id,vendor_name,vendor_slug,prices.gram,prices.two_grams,prices.eighth,prices.quarter,prices.half_ounce,prices.ounce,prices.half_gram,prices.unit,image_url,thumb_image_url,category_id,category_name,tags,slug,published,test_result_expires,test_result_expires_in,test_result_expired,latest_test_result_image_url,url,listing_name,listing_url,approved_endorsement,sort_priority,locations_found_at,listing_wmid
25671916,,Sugar Plum Sunset,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,https://images.weedmaps.com/pictures/users/004/223/722/large/48964722_images.jpg,https://images.weedmaps.com/pictures/users/004/223/722/medium_oriented/48964722_images.jpg,3,Hybrid,None,sugar-plum-sunset-12168a19-adaa-4f89-8f96-89499c5fbdc6,True,None,None,None,None,/dispensaries/mission-il/menu/sugar-plum-sunset-12168a19-adaa-4f89-8f96-89499c5fbdc6,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25671902,,Granola Funk,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://images.weedmaps.com/pictures/users/004/223/722/large/48964996_12511208_jf.jpg,https://images.weedmaps.com/pictures/users/004/223/722/medium_oriented/48964996_12511208_jf.jpg,3,Hybrid,None,granola-funk-a90c87e4-543f-497a-a6ac-200f3bb73b4d,True,None,None,None,None,/dispensaries/mission-il/menu/granola-funk-a90c87e4-543f-497a-a6ac-200f3bb73b4d,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26478718,,Cresco | Cherry Lime 15:1 Gummies | 10pk/150mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,cresco-cherry-lime-15-1-gummies-10pk-150mg,True,None,None,None,None,/dispensaries/mission-il/menu/cresco-cherry-lime-15-1-gummies-10pk-150mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26345055,,IESO | Watermelon Sativa Gummies | 20pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-watermelon-sativa-20pk-100mg-9fd1db62-37b3-4a8a-be0d-d72a84bbed3a,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-watermelon-sativa-20pk-100mg-9fd1db62-37b3-4a8a-be0d-d72a84bbed3a,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26460834,,Cresco | Blue Raspberry Gummies | 10pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,cresco-blue-raspberry-gummies-10pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/cresco-blue-raspberry-gummies-10pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26460825,,NG | Chicken Noodles | 50mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,ng-chicken-noodles-50mg-63712716-5d52-429a-8dd8-b4a1b902388b,True,None,None,None,None,/dispensaries/mission-il/menu/ng-chicken-noodles-50mg-63712716-5d52-429a-8dd8-b4a1b902388b,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26460820,,GTI | Strawberry Crunch Chocolate | 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gti-strawberry-crunch-chocolate-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/gti-strawberry-crunch-chocolate-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25800087,,NG | Honey Packs | 10pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,honey-straws-10pk-hybrid-0bccfd78-2170-4da5-a439-35e113d0feb7,True,None,None,None,None,/dispensaries/mission-il/menu/honey-straws-10pk-hybrid-0bccfd78-2170-4da5-a439-35e113d0feb7,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26190050,,Cresco | Peanut Brittle Chocolate | 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-peanut-brittle-100mg-71ea7818-eb03-41b8-b9c7-6b3f8b94e38f,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-peanut-brittle-100mg-71ea7818-eb03-41b8-b9c7-6b3f8b94e38f,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26268550,,GTI | Peanut Budda Buddha Chocolate | 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-peanut-budda-buddha-100mg-18d610b7-a665-4911-821a-f812c98a829d,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-peanut-budda-buddha-100mg-18d610b7-a665-4911-821a-f812c98a829d,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26460425,,NG | Chicken Noodles | 50mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,ng-chicken-noodles-50mg,True,None,None,None,None,/dispensaries/mission-il/menu/ng-chicken-noodles-50mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26447357,,GTI | Strawberry Crunch Chocolate | 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-strawberry-crunch-100mg-cd90a00e-3e25-4d10-ba0f-bd8e67456e5a,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-strawberry-crunch-100mg-cd90a00e-3e25-4d10-ba0f-bd8e67456e5a,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26344368,,Gummies Watermelon Sativa 20pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-watermelon-sativa-20pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-watermelon-sativa-20pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26336075,,Chocolate Potato Chip 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-potato-chip-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-potato-chip-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26336071,,Terra Bites Kiva Blueberry 20pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,terra-bites-kiva-blueberry-20pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/terra-bites-kiva-blueberry-20pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26336054,,Hot Cocoa Sativa 70mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,hot-cocoa-sativa-70mg,True,None,None,None,None,/dispensaries/mission-il/menu/hot-cocoa-sativa-70mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26336051,,Hot Cocoa Indica 70mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,hot-cocoa-indica-70mg,True,None,None,None,None,/dispensaries/mission-il/menu/hot-cocoa-indica-70mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26336050,,Chocolate Peanut Brittle 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-peanut-brittle-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-peanut-brittle-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26336049,,Chocolate Peanut Budda Buddha 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-peanut-budda-buddha-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-peanut-budda-buddha-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25952670,,Cresco | Mindy's Mandarin Orange RSO Gummies | 10pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-rso-mandarin-orange-10pk-100mg-e44a9097-df17-46ce-9f02-ab7ac3bf496e,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-rso-mandarin-orange-10pk-100mg-e44a9097-df17-46ce-9f02-ab7ac3bf496e,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26272597,,NG | Potato Chip Chocolate | 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-potato-chip-100mg-72e289e5-18ce-4fcc-895a-ebe53f3def01,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-potato-chip-100mg-72e289e5-18ce-4fcc-895a-ebe53f3def01,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26201885,,Cresco | Kiva Blueberry Terra Bites | 20pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,terra-bites-kiva-blueberry-20pk-100mg-f49e5038-6957-4797-8a75-59eaf8ebe967,True,None,None,None,None,/dispensaries/mission-il/menu/terra-bites-kiva-blueberry-20pk-100mg-f49e5038-6957-4797-8a75-59eaf8ebe967,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26216113,,Verano | Sour Strawberry Peach 2:1 Gummies | 5pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-sour-strawberry-peach-2-1-5pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-sour-strawberry-peach-2-1-5pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26453445,,PTS | Cronuts #4 Capsules | 10pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,pts-cronuts-4-capsules-10pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/pts-cronuts-4-capsules-10pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26452245,,Verano | Avexia 14:1 Capsules | 40pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,verano-avexia-14-1-capsules-40pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/verano-avexia-14-1-capsules-40pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26452242,,GTI | THC Fruit Chews | 5pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gti-thc-fruit-chews-5pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/gti-thc-fruit-chews-5pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25753811,,Chocolate Strawberry Crunch 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-strawberry-crunch-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-strawberry-crunch-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
26023992,,Honey Packs 10pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,honey-packs-10pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/honey-packs-10pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25978401,,Gummies Cherry Lime 15:1 10pk/150mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-cherry-lime-15-1-10pk-150mg,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-cherry-lime-15-1-10pk-150mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25948352,,Gummies RSO Mandarin Orange 10pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-rso-mandarin-orange-10pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-rso-mandarin-orange-10pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25948349,,CannaWater Cucumber Watermelon 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,cannawater-cucumber-watermelon-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/cannawater-cucumber-watermelon-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25750868,,Gummies Cherry 1:1 10pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-cherry-1-1-10pk-100mg,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-cherry-1-1-10pk-100mg,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25672135,,Chocolate Key Lime Pie 100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,chocolate-key-lime-pie-100mg-08d3445d-c69d-4107-be50-2fb4c23e3e43,True,None,None,None,None,/dispensaries/mission-il/menu/chocolate-key-lime-pie-100mg-08d3445d-c69d-4107-be50-2fb4c23e3e43,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25672130,,Terra Bites Kiva Espresso 20pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,terra-bites-kiva-espresso-20pk-100mg-7cbae950-cc77-4b1e-83ec-b1b40eb0d558,True,None,None,None,None,/dispensaries/mission-il/menu/terra-bites-kiva-espresso-20pk-100mg-7cbae950-cc77-4b1e-83ec-b1b40eb0d558,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25672072,,Gummies Orange Harmony 1:1/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-orange-harmony-1-1-100mg-060e5770-e3fb-4e4d-a3fc-39969985c944,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-orange-harmony-1-1-100mg-060e5770-e3fb-4e4d-a3fc-39969985c944,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25672071,,Gummies Sour Strawberry Peach 2:1 5pk/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,gummies-sour-strawberry-peach-2-1-5pk-100mg-53f0ae85-2ed5-4702-a617-136072e7e291,True,None,None,None,None,/dispensaries/mission-il/menu/gummies-sour-strawberry-peach-2-1-5pk-100mg-53f0ae85-2ed5-4702-a617-136072e7e291,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
25672070,,Mints Tangerine Menta 1:1/100mg,None,None,medical,3.5 grams,51702,Dispensary,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,https://images.weedmaps.com/large/image_missing.jpg,https://images.weedmaps.com/medium_oriented/image_missing.jpg,4,Edible,None,mints-tangerine-menta-1-1-100mg-bd119dcf-8cb0-4fad-ac97-8366abb34dc3,True,None,None,None,None,/dispensaries/mission-il/menu/mints-tangerine-menta-1-1-100mg-bd119dcf-8cb0-4fad-ac97-8366abb34dc3,Mission South Shore,/dispensaries/mission-il,False,0,['/dispensaries/mission-il'],967594772
